AncientGreek.conllu
21	35
22	37
23	18
24	19
25	22
26	26
27	18
Indonesian.conllu
10	174
11	177
12	172
13	181
14	233
2	10
3	16
4	30
5	52
6	76
7	109
8	127
9	121
15	210
16	202
17	179
18	186
19	164
20	158
21	161
22	136
23	144
Irish.conllu
10	4
11	4
12	2
13	3
14	2
15	1
16	6
3	2
5	3
6	3
7	7
8	6
9	5
17	4
18	4
19	3
20	1
21	3
22	6
23	6
24	2
25	2
26	4
27	3
28	1
29	3
31	1
32	1
33	1
34	4
Italian.conllu
1	19
10	540
2	231
3	326
4	11
5	373
6	420
7	455
8	573
9	545
11	504
12	444
13	449
14	459
15	385
16	385
17	387
18	361
19	336
ItalianParTUT.conllu
10	13
11	18
12	29
13	27
14	32
15	30
16	42
17	31
18	35
19	46
2	1
3	4
4	4
5	12
6	12
7	11
8	14
9	19
20	34
21	26
22	32
23	36
24	41
25	40
26	34
27	26
28	29
29	37
30	43
31	28
Japanese.conllu
10	262
11	228
12	250
13	242
14	269
2	8
3	51
4	108
5	103
6	143
7	181
8	193
9	218
15	262
16	226
17	254
18	243
19	230
20	241
21	214
22	222
23	211
24	191
Kazakh.conllu
10	2
11	1
12	2
14	1
15	1
16	3
5	1
6	2
7	2
8	1
17	1
18	2
19	1
20	1
21	1
23	2
24	1
25	1
26	1
29	1
30	1
32	1
33	1
Korean.conllu
10	261
2	78
3	221
4	340
5	334
6	319
7	275
8	311
9	248
11	219
12	189
13	157
14	149
15	132
16	136
17	122
18	107
19	93
20	72
21	87
22	86
23	64
24	62
25	48
26	37
27	26
28	30
29	34
30	27
31	20
32	19
33	18
34	8
35	17
36	9
37	5
38	7
39	5
40	3
42	3
43	4
44	3
45	4
46	1
47	2
48	1
49	1
51	1
54	1
55	1
56	1
57	1
65	1
Latin.conllu
10	27
11	31
3	16
4	29
5	23
6	41
7	44
8	43
9	47
12	28
13	25
14	26
15	25
16	15
17	20
18	17
19	29
20	12
21	14
22	13
23	14
24	12
25	5
26	9
27	4
28	1
29	4
30	1
31	1
32	2
33	2
34	3
35	2
36	2
37	1
38	2
39	1
40	1
44	1
45	1
48	1
52	1
54	1
59	1
LatinITTB.conllu
10	734
11	758
12	779
2	1068
3	29
4	130
5	285
6	470
7	638
8	696
9	775
13	715
14	687
15	632
16	631
17	558
18	542
19	495
20	476
21	410
22	396
23	359
24	328
25	271
LatinPROIEL.conllu
1	236
10	762
2	585
3	1139
4	1203
5	1209
6	1210
7	1024
8	944
9	860
11	632
12	581
13	491
14	431
15	339
16	324
17	282
18	240
19	177
20	162
21	139
22	147
23	112
24	100
25	81
26	75
27	68
28	71
29	57
30	51
31	41
32	45
33	34
34	24
35	25
36	17
37	20
38	23
39	22
40	11
41	20
42	13
43	13
44	11
45	11
46	11
47	13
48	8
49	12
50	12
51	4
52	5
53	6
54	6
55	2
57	3
58	3
59	3
60	2
61	3
62	5
63	2
64	4
65	2
66	2
67	2
68	1
72	1
73	2
74	2
75	1
76	1
77	1
80	1
81	2
82	1
83	1
85	1
90	1
91	1
100	1
144	1
237	1
Latvian.conllu
1	18
10	110
11	113
2	47
3	85
4	112
5	146
6	133
7	137
8	139
9	120
12	109
13	93
14	71
15	67
16	68
17	58
18	51
19	56
20	48
21	51
22	48
23	37
24	29
25	27
26	24
27	28
28	30
29	25
30	19
31	22
32	16
33	13
34	20
35	12
36	14
37	5
38	9
39	10
40	7
41	8
42	8
43	5
44	1
45	4
46	2
47	2
48	4
49	2
50	3
51	4
52	3
53	3
54	2
55	2
56	1
58	5
59	2
61	3
62	3
63	1
64	4
66	2
72	1
73	2
75	1
78	1
79	1
90	1
92	1
99	1
146	1
180	1
203	1
Lithuanian.conllu
10	8
11	6
12	3
13	8
14	7
15	5
16	8
17	4
18	7
19	8
20	8
4	1
5	2
6	2
7	5
8	5
9	5
21	4
22	5
23	3
24	3
25	3
26	2
27	4
28	4
29	3
31	5
32	2
33	1
34	3
35	1
36	1
37	2
38	1
39	1
41	2
44	1
45	2
46	2
49	1
50	1
51	1
52	1
53	1
63	1
NorwegianBokmaal.conllu
1	80
10	713
11	725
2	444
3	485
4	538
5	568
6	612
7	648
8	669
9	692
12	685
13	721
14	633
15	605
16	633
17	603
18	570
19	527
20	464
21	417
22	412
NorwegianNynorsk.conllu
1	161
10	519
11	542
12	582
13	585
14	590
15	603
2	407
3	391
4	403
5	391
6	374
7	433
8	481
9	509
16	519
17	547
18	503
19	550
20	435
21	427
22	435
23	374
24	332
25	316
26	273
27	285
28	233
29	228
30	186
31	154
32	170
33	167
34	132
35	108
36	88
37	76
38	73
39	74
40	53
41	51
42	46
43	40
44	42
45	32
46	33
OldChurchSlavonic.conllu
1	54
10	212
2	156
3	353
4	458
5	413
6	370
7	300
8	277
9	229
11	186
12	188
13	151
14	122
15	99
16	86
17	80
18	71
19	53
20	41
21	37
22	31
23	22
24	21
25	15
26	12
27	13
28	9
29	8
30	10
31	7
32	11
33	1
34	5
35	1
36	2
37	1
38	1
40	1
41	3
42	2
43	2
44	1
46	1
48	1
51	2
53	2
78	1
92	1
Persian.conllu
10	128
11	161
2	16
3	31
4	67
5	86
6	112
7	130
8	127
9	131
12	135
13	134
14	132
15	149
16	145
17	156
18	158
Polish.conllu
10	442
2	32
3	172
4	359
5	484
6	565
7	585
8	537
9	475
11	404
12	354
13	304
14	233
15	228
16	188
17	145
18	120
19	104
20	77
21	53
22	53
23	49
24	37
25	20
26	24
27	14
28	10
29	6
30	8
31	4
32	5
33	1
34	1
36	1
37	1
38	2
39	1
40	1
45	1
Portuguese.conllu
1	51
10	202
11	208
12	215
13	228
14	220
15	212
16	214
17	233
2	125
3	133
4	168
5	203
6	209
7	196
8	212
9	212
18	215
19	226
20	199
21	221
22	231
23	199
24	209
25	180
26	180
27	201
28	184
29	176
30	135
31	172
32	165
33	103
34	133
35	133
PortugueseBR.conllu
10	227
11	219
12	265
13	251
14	292
15	300
16	320
2	7
3	21
4	51
5	85
6	104
7	132
8	153
9	190
17	318
18	312
19	313
20	293
21	294
22	324
23	295
24	290
25	287
Romanian.conllu
10	141
11	245
12	231
13	232
14	294
15	286
16	350
2	7
3	15
4	25
5	42
6	86
7	89
8	104
9	133
17	341
18	348
19	321
20	320
21	328
22	342
23	335
Russian.conllu
10	161
11	158
12	177
13	157
14	163
15	185
2	2
3	7
4	36
5	108
6	100
7	103
8	128
9	172
16	175
17	169
18	145
19	128
20	134
21	123
22	103
23	116
24	113
25	93
26	81
27	63
28	62
29	68
30	69
31	51
RussianSynTagRus.conllu
10	2000
11	2044
12	2033
13	2067
2	386
3	987
4	1217
5	1433
6	1647
7	1790
8	1960
9	2051
14	2045
15	2027
16	1884
17	1909
18	1664
19	1715
20	1566
21	1498
22	1329
23	1289
24	1215
25	1110
26	989
Sanskrit.conllu
10	9
2	8
3	8
4	9
5	15
6	10
7	9
8	13
9	3
11	6
12	3
13	3
14	2
15	1
16	1
Slovak.conllu
10	581
2	259
3	455
4	675
5	745
6	789
7	756
8	697
9	623
11	494
12	458
13	324
14	270
15	255
16	225
17	146
18	142
19	94
20	86
21	71
22	71
23	53
24	33
25	32
26	28
27	24
28	18
29	8
30	15
31	13
32	8
33	7
34	6
35	4
36	5
37	5
38	1
39	1
40	1
41	1
42	2
44	1
46	1
Slovenian.conllu
1	4
10	265
11	284
12	297
13	311
14	320
2	46
3	119
4	138
5	155
6	188
7	235
8	265
9	297
15	253
16	262
17	285
18	238
19	251
20	209
21	221
22	185
23	141
24	180
25	156
26	134
27	109
28	108
29	75
30	79
31	87
SlovenianSST.conllu
1	227
10	35
2	77
3	67
4	69
5	59
6	58
7	46
8	45
9	42
11	32
12	27
13	19
14	29
15	30
16	16
17	13
18	11
19	19
20	15
21	14
22	7
23	9
24	11
25	13
26	7
27	5
28	5
29	7
30	5
31	4
32	2
34	1
36	4
37	4
38	4
39	1
40	1
42	3
43	1
44	3
47	3
49	1
51	1
60	2
Spanish.conllu
10	277
11	361
12	395
13	449
14	403
15	405
16	520
2	5
3	30
4	51
5	99
6	113
7	176
8	216
9	225
17	473
18	459
19	446
20	510
21	518
22	430
23	407
24	393
25	385
SpanishAnCora.conllu
1	1
10	268
11	271
12	291
13	268
14	295
15	322
16	268
17	306
18	322
2	38
3	96
4	114
5	178
6	168
7	158
8	202
9	217
19	294
20	281
21	324
22	314
23	320
24	312
25	342
26	308
27	305
28	312
29	279
30	263
31	293
Swedish.conllu
1	81
10	254
2	56
3	102
4	111
5	115
6	169
7	155
8	201
9	223
11	206
12	221
13	200
14	204
15	199
16	186
17	175
18	155
SwedishLinES.conllu
1	11
10	127
11	127
2	13
3	39
4	63
5	78
6	103
7	112
8	133
9	127
12	124
13	123
14	120
15	126
16	111
17	87
18	98
19	104
20	78
Tamil.conllu
10	15
11	31
3	1
4	2
5	6
6	11
7	22
8	19
9	26
12	28
13	22
14	17
15	21
16	17
17	25
18	25
Turkish.conllu
1	6
10	175
2	89
3	260
4	340
5	385
6	380
7	304
8	243
9	219
11	153
12	128
13	110
14	91
15	74
16	86
17	70
18	61
19	56
20	54
21	64
22	32
23	36
24	41
25	35
26	17
27	23
28	16
29	26
30	24
31	13
32	7
33	13
34	4
35	10
36	5
37	6
38	4
39	3
40	2
41	2
42	1
43	6
44	2
45	2
46	2
47	1
49	2
52	1
57	1
Ukranian.conllu
10	1
12	2
13	1
14	1
15	1
16	1
17	2
2	5
3	2
4	3
5	1
6	2
7	1
8	4
9	1
21	1
22	1
27	1
28	1
30	2
31	1
33	1
37	1
Urdu.conllu
10	95
11	85
12	100
13	108
14	135
15	131
16	137
17	136
18	155
4	1
5	6
6	18
7	36
8	44
9	66
19	131
20	148
21	145
22	130
23	147
24	118
25	115
26	127
27	97
28	116
Uyghur.conllu
10	4
11	4
12	4
13	7
14	5
15	5
16	4
17	4
18	3
19	8
5	1
6	7
7	3
8	8
9	6
20	2
21	3
22	4
23	3
27	2
28	2
29	1
30	1
33	1
34	1
36	3
39	1
40	1
41	1
46	1
Vietnamese.conllu
10	68
11	68
12	67
13	85
2	4
3	9
4	32
5	38
6	46
7	61
8	79
9	73
